datetime,demand_mwh,country
2024-05-13 05:00:00,43616.25,Germany
2024-05-13 06:00:00,49532.0,Germany
2024-05-13 07:00:00,55552.5,Germany
2024-05-13 08:00:00,58875.0,Germany
2024-05-13 09:00:00,59065.5,Germany
2024-05-13 10:00:00,59431.25,Germany
2024-05-13 11:00:00,59736.0,Germany
2024-05-13 12:00:00,58593.25,Germany
2024-05-13 13:00:00,58273.0,Germany
2024-05-13 14:00:00,57611.75,Germany
2024-05-13 15:00:00,56873.25,Germany
2024-05-13 16:00:00,56561.75,Germany
2024-05-13 17:00:00,56935.75,Germany
2024-05-13 18:00:00,57956.75,Germany
2024-05-13 19:00:00,58476.25,Germany
2024-05-13 20:00:00,56789.25,Germany
2024-05-13 21:00:00,56102.0,Germany
2024-05-13 22:00:00,52476.0,Germany
2024-05-13 23:00:00,47749.0,Germany
2024-05-14 00:00:00,44976.0,Germany
2024-05-14 01:00:00,43388.25,Germany
2024-05-14 02:00:00,42367.25,Germany
2024-05-14 03:00:00,42279.25,Germany
2024-05-14 04:00:00,43204.25,Germany
2024-05-14 05:00:00,45977.75,Germany
2024-05-14 06:00:00,52667.5,Germany
2024-05-14 07:00:00,57733.25,Germany
2024-05-14 08:00:00,60405.5,Germany
2024-05-14 09:00:00,60238.25,Germany
2024-05-14 10:00:00,59909.5,Germany
2024-05-14 11:00:00,59817.25,Germany
2024-05-14 12:00:00,59618.5,Germany
2024-05-14 13:00:00,58791.25,Germany
2024-05-14 14:00:00,57458.75,Germany
2024-05-14 15:00:00,57130.75,Germany
2024-05-14 16:00:00,56946.75,Germany
2024-05-14 17:00:00,57063.0,Germany
2024-05-14 18:00:00,58458.25,Germany
2024-05-14 19:00:00,58844.25,Germany
2024-05-14 20:00:00,57376.0,Germany
2024-05-14 21:00:00,56724.5,Germany
2024-05-14 22:00:00,53289.25,Germany
2024-05-14 23:00:00,48986.0,Germany
2024-05-15 00:00:00,45033.75,Germany
2024-05-15 01:00:00,43477.75,Germany
2024-05-15 02:00:00,41633.5,Germany
2024-05-15 03:00:00,41278.5,Germany
2024-05-15 04:00:00,42217.5,Germany
2024-05-15 05:00:00,44812.0,Germany
2024-05-15 06:00:00,51572.75,Germany
2024-05-15 07:00:00,56163.0,Germany
2024-05-15 08:00:00,58927.25,Germany
2024-05-15 09:00:00,59690.0,Germany
2024-05-15 10:00:00,58967.5,Germany
2024-05-15 11:00:00,60922.25,Germany
2024-05-15 12:00:00,59489.25,Germany
2024-05-15 13:00:00,59580.0,Germany
2024-05-15 14:00:00,58143.0,Germany
2024-05-15 15:00:00,58074.5,Germany
2024-05-15 16:00:00,57271.25,Germany
2024-05-15 17:00:00,58462.75,Germany
2024-05-15 18:00:00,59640.75,Germany
2024-05-15 19:00:00,59074.0,Germany
2024-05-15 20:00:00,57164.5,Germany
2024-05-15 21:00:00,56288.25,Germany
2024-05-15 22:00:00,51602.25,Germany
2024-05-15 23:00:00,47559.5,Germany
2024-05-16 00:00:00,44946.5,Germany
2024-05-16 01:00:00,44190.25,Germany
2024-05-16 02:00:00,43032.0,Germany
2024-05-16 03:00:00,42849.5,Germany
2024-05-16 04:00:00,43485.0,Germany
2024-05-16 05:00:00,45837.0,Germany
2024-05-16 06:00:00,52583.75,Germany
2024-05-16 07:00:00,57348.5,Germany
2024-05-16 08:00:00,60174.25,Germany
2024-05-16 09:00:00,60297.75,Germany
2024-05-16 10:00:00,60968.0,Germany
2024-05-16 11:00:00,61674.5,Germany
2024-05-16 12:00:00,61633.75,Germany
2024-05-16 13:00:00,61020.0,Germany
2024-05-16 14:00:00,59337.75,Germany
2024-05-16 15:00:00,58357.0,Germany
2024-05-16 16:00:00,58666.75,Germany
2024-05-16 17:00:00,59465.75,Germany
2024-05-16 18:00:00,60503.75,Germany
2024-05-16 19:00:00,59552.75,Germany
2024-05-16 20:00:00,57562.25,Germany
2024-05-16 21:00:00,55823.0,Germany
2024-05-16 22:00:00,52110.0,Germany
2024-05-16 23:00:00,48668.25,Germany
2024-05-17 00:00:00,44015.75,Germany
2024-05-17 01:00:00,43055.25,Germany
2024-05-17 02:00:00,42771.5,Germany
