Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Apr 26, 2024 1:00 AM;Apr 26, 2024 2:00 AM;45,252.25;45,919.25;667.00;30,249.25
Apr 26, 2024 2:00 AM;Apr 26, 2024 3:00 AM;44,732.75;45,888.25;1,155.50;29,391.00
Apr 26, 2024 3:00 AM;Apr 26, 2024 4:00 AM;45,105.75;45,882.50;776.75;30,153.50
Apr 26, 2024 4:00 AM;Apr 26, 2024 5:00 AM;46,455.50;46,834.75;379.25;32,595.00
Apr 26, 2024 5:00 AM;Apr 26, 2024 6:00 AM;49,603.75;49,687.75;84.00;36,239.25
Apr 26, 2024 6:00 AM;Apr 26, 2024 7:00 AM;55,919.50;56,012.25;92.75;41,281.75
Apr 26, 2024 7:00 AM;Apr 26, 2024 8:00 AM;60,376.50;60,385.50;9.00;42,898.75
Apr 26, 2024 8:00 AM;Apr 26, 2024 9:00 AM;63,313.75;63,321.25;7.50;41,526.25
Apr 26, 2024 9:00 AM;Apr 26, 2024 10:00 AM;64,248.00;64,623.25;375.25;35,936.25
Apr 26, 2024 10:00 AM;Apr 26, 2024 11:00 AM;63,081.00;63,943.75;862.75;28,483.25
Apr 26, 2024 11:00 AM;Apr 26, 2024 12:00 PM;62,530.00;65,088.25;2,558.25;24,492.75
Apr 26, 2024 12:00 PM;Apr 26, 2024 1:00 PM;61,786.50;64,093.75;2,307.25;24,090.75
Apr 26, 2024 1:00 PM;Apr 26, 2024 2:00 PM;60,427.50;64,399.75;3,972.25;23,597.00
Apr 26, 2024 2:00 PM;Apr 26, 2024 3:00 PM;58,718.50;62,829.75;4,111.25;22,799.75
Apr 26, 2024 3:00 PM;Apr 26, 2024 4:00 PM;57,846.25;61,873.00;4,026.75;25,118.25
Apr 26, 2024 4:00 PM;Apr 26, 2024 5:00 PM;57,102.00;59,290.50;2,188.50;29,086.25
Apr 26, 2024 5:00 PM;Apr 26, 2024 6:00 PM;56,839.00;57,430.25;591.25;36,762.50
Apr 26, 2024 6:00 PM;Apr 26, 2024 7:00 PM;56,904.75;56,954.75;50.00;45,591.25
Apr 26, 2024 7:00 PM;Apr 26, 2024 8:00 PM;56,281.75;56,288.00;6.25;51,006.25
Apr 26, 2024 8:00 PM;Apr 26, 2024 9:00 PM;55,094.50;55,100.50;6.00;51,976.50
Apr 26, 2024 9:00 PM;Apr 26, 2024 10:00 PM;52,961.50;52,967.75;6.25;49,504.50
Apr 26, 2024 10:00 PM;Apr 26, 2024 11:00 PM;49,691.75;49,699.25;7.50;46,112.00
Apr 26, 2024 11:00 PM;Apr 27, 2024 12:00 AM;46,304.75;46,309.25;4.50;42,828.25
Apr 27, 2024 12:00 AM;Apr 27, 2024 1:00 AM;43,466.25;43,551.00;84.75;40,081.00
Apr 27, 2024 1:00 AM;Apr 27, 2024 2:00 AM;41,601.00;41,626.00;25.00;38,310.25
Apr 27, 2024 2:00 AM;Apr 27, 2024 3:00 AM;40,510.00;40,535.75;25.75;37,109.25
Apr 27, 2024 3:00 AM;Apr 27, 2024 4:00 AM;40,012.75;40,187.75;175.00;36,384.25
Apr 27, 2024 4:00 AM;Apr 27, 2024 5:00 AM;40,331.75;40,614.75;283.00;36,291.75
Apr 27, 2024 5:00 AM;Apr 27, 2024 6:00 AM;40,826.50;41,090.00;263.50;35,911.00
Apr 27, 2024 6:00 AM;Apr 27, 2024 7:00 AM;42,055.25;42,132.25;77.00;34,893.00
Apr 27, 2024 7:00 AM;Apr 27, 2024 8:00 AM;44,749.00;45,039.00;290.00;31,259.25
Apr 27, 2024 8:00 AM;Apr 27, 2024 9:00 AM;47,835.50;48,131.25;295.75;26,033.75
Apr 27, 2024 9:00 AM;Apr 27, 2024 10:00 AM;50,201.00;51,106.00;905.00;20,302.50
Apr 27, 2024 10:00 AM;Apr 27, 2024 11:00 AM;50,833.50;53,294.50;2,461.00;11,845.50
Apr 27, 2024 11:00 AM;Apr 27, 2024 12:00 PM;50,924.25;55,457.00;4,532.75;4,765.50
Apr 27, 2024 12:00 PM;Apr 27, 2024 1:00 PM;50,066.50;54,420.25;4,353.75;307.25
Apr 27, 2024 1:00 PM;Apr 27, 2024 2:00 PM;48,908.25;53,502.00;4,593.75;-1,693.25
Apr 27, 2024 2:00 PM;Apr 27, 2024 3:00 PM;46,793.00;51,435.25;4,642.25;-2,742.00
Apr 27, 2024 3:00 PM;Apr 27, 2024 4:00 PM;46,127.50;50,623.25;4,495.75;1,758.25
Apr 27, 2024 4:00 PM;Apr 27, 2024 5:00 PM;46,018.00;50,099.00;4,081.00;7,191.75
Apr 27, 2024 5:00 PM;Apr 27, 2024 6:00 PM;47,895.00;49,468.50;1,573.50;17,798.50
Apr 27, 2024 6:00 PM;Apr 27, 2024 7:00 PM;48,929.00;48,942.25;13.25;29,879.50
Apr 27, 2024 7:00 PM;Apr 27, 2024 8:00 PM;49,037.75;49,046.75;9.00;37,432.25
Apr 27, 2024 8:00 PM;Apr 27, 2024 9:00 PM;48,646.50;48,654.50;8.00;37,651.50
Apr 27, 2024 9:00 PM;Apr 27, 2024 10:00 PM;48,264.75;48,278.50;13.75;34,785.25
Apr 27, 2024 10:00 PM;Apr 27, 2024 11:00 PM;46,418.75;46,427.75;9.00;29,431.50
Apr 27, 2024 11:00 PM;Apr 28, 2024 12:00 AM;43,617.25;44,008.25;391.00;23,660.75
Apr 28, 2024 12:00 AM;Apr 28, 2024 1:00 AM;39,755.75;40,124.50;368.75;18,546.00
Apr 28, 2024 1:00 AM;Apr 28, 2024 2:00 AM;39,005.25;39,257.25;252.00;17,371.25
Apr 28, 2024 2:00 AM;Apr 28, 2024 3:00 AM;37,707.50;38,173.50;466.00;15,427.25
Apr 28, 2024 3:00 AM;Apr 28, 2024 4:00 AM;35,989.75;36,769.00;779.25;12,765.50
Apr 28, 2024 4:00 AM;Apr 28, 2024 5:00 AM;36,572.50;37,917.50;1,345.00;13,064.50
Apr 28, 2024 5:00 AM;Apr 28, 2024 6:00 AM;37,112.50;38,243.25;1,130.75;13,989.50
Apr 28, 2024 6:00 AM;Apr 28, 2024 7:00 AM;37,712.00;39,669.00;1,957.00;12,644.00
Apr 28, 2024 7:00 AM;Apr 28, 2024 8:00 AM;40,235.75;43,133.25;2,897.50;11,403.25
Apr 28, 2024 8:00 AM;Apr 28, 2024 9:00 AM;43,372.00;45,563.75;2,191.75;11,066.75
Apr 28, 2024 9:00 AM;Apr 28, 2024 10:00 AM;46,601.00;49,488.25;2,887.25;8,618.00
Apr 28, 2024 10:00 AM;Apr 28, 2024 11:00 AM;47,948.25;52,141.00;4,192.75;5,126.75
Apr 28, 2024 11:00 AM;Apr 28, 2024 12:00 PM;49,212.75;53,939.75;4,727.00;2,699.25
Apr 28, 2024 12:00 PM;Apr 28, 2024 1:00 PM;49,456.75;54,050.25;4,593.50;2,515.25
Apr 28, 2024 1:00 PM;Apr 28, 2024 2:00 PM;46,785.25;51,374.50;4,589.25;1,124.50
Apr 28, 2024 2:00 PM;Apr 28, 2024 3:00 PM;45,391.25;50,051.75;4,660.50;1,540.25
Apr 28, 2024 3:00 PM;Apr 28, 2024 4:00 PM;45,413.25;49,973.25;4,560.00;3,225.50
Apr 28, 2024 4:00 PM;Apr 28, 2024 5:00 PM;44,627.00;49,290.00;4,663.00;3,243.75
Apr 28, 2024 5:00 PM;Apr 28, 2024 6:00 PM;46,121.50;49,277.50;3,156.00;8,134.25
Apr 28, 2024 6:00 PM;Apr 28, 2024 7:00 PM;48,525.75;50,190.00;1,664.25;15,034.75
Apr 28, 2024 7:00 PM;Apr 28, 2024 8:00 PM;48,655.50;48,877.00;221.50;21,180.75
Apr 28, 2024 8:00 PM;Apr 28, 2024 9:00 PM;48,876.75;48,896.50;19.75;24,539.25
Apr 28, 2024 9:00 PM;Apr 28, 2024 10:00 PM;48,584.25;48,663.00;78.75;24,983.50
Apr 28, 2024 10:00 PM;Apr 28, 2024 11:00 PM;47,294.75;47,344.25;49.50;24,983.75
Apr 28, 2024 11:00 PM;Apr 29, 2024 12:00 AM;44,079.75;44,201.25;121.50;23,790.25
Apr 29, 2024 12:00 AM;Apr 29, 2024 1:00 AM;41,436.25;41,798.50;362.25;24,224.25
Apr 29, 2024 1:00 AM;Apr 29, 2024 2:00 AM;39,825.00;40,199.25;374.25;24,813.00
Apr 29, 2024 2:00 AM;Apr 29, 2024 3:00 AM;39,063.75;40,006.75;943.00;24,651.25
Apr 29, 2024 3:00 AM;Apr 29, 2024 4:00 AM;39,567.50;41,263.75;1,696.25;26,997.75
Apr 29, 2024 4:00 AM;Apr 29, 2024 5:00 AM;41,289.75;41,740.50;450.75;30,544.00
Apr 29, 2024 5:00 AM;Apr 29, 2024 6:00 AM;45,183.75;45,413.00;229.25;35,921.00
Apr 29, 2024 6:00 AM;Apr 29, 2024 7:00 AM;52,599.00;52,644.75;45.75;43,168.00
Apr 29, 2024 7:00 AM;Apr 29, 2024 8:00 AM;57,554.25;57,567.50;13.25;44,763.50
Apr 29, 2024 8:00 AM;Apr 29, 2024 9:00 AM;60,467.00;60,533.00;66.00;41,640.75
Apr 29, 2024 9:00 AM;Apr 29, 2024 10:00 AM;60,526.00;60,757.00;231.00;33,400.25
Apr 29, 2024 10:00 AM;Apr 29, 2024 11:00 AM;59,712.25;61,231.25;1,519.00;24,345.50
Apr 29, 2024 11:00 AM;Apr 29, 2024 12:00 PM;58,890.00;62,065.00;3,175.00;17,372.25
Apr 29, 2024 12:00 PM;Apr 29, 2024 1:00 PM;57,677.00;62,471.75;4,794.75;13,856.50
Apr 29, 2024 1:00 PM;Apr 29, 2024 2:00 PM;56,757.75;61,197.00;4,439.25;13,078.00
Apr 29, 2024 2:00 PM;Apr 29, 2024 3:00 PM;55,453.50;59,994.50;4,541.00;13,590.75
Apr 29, 2024 3:00 PM;Apr 29, 2024 4:00 PM;55,135.75;58,833.50;3,697.75;17,913.75
Apr 29, 2024 4:00 PM;Apr 29, 2024 5:00 PM;54,524.25;56,706.25;2,182.00;24,179.75
Apr 29, 2024 5:00 PM;Apr 29, 2024 6:00 PM;55,079.50;55,768.75;689.25;33,507.50
Apr 29, 2024 6:00 PM;Apr 29, 2024 7:00 PM;55,939.25;56,263.75;324.50;43,050.00
Apr 29, 2024 7:00 PM;Apr 29, 2024 8:00 PM;56,344.75;56,351.25;6.50;48,856.75
Apr 29, 2024 8:00 PM;Apr 29, 2024 9:00 PM;55,487.00;55,494.50;7.50;48,346.50
Apr 29, 2024 9:00 PM;Apr 29, 2024 10:00 PM;53,968.75;54,008.00;39.25;43,772.50
Apr 29, 2024 10:00 PM;Apr 29, 2024 11:00 PM;50,593.50;50,622.25;28.75;37,251.50
Apr 29, 2024 11:00 PM;Apr 30, 2024 12:00 AM;46,692.75;46,759.00;66.25;31,694.75
Apr 30, 2024 12:00 AM;Apr 30, 2024 1:00 AM;43,765.75;43,925.25;159.50;28,066.50
Apr 30, 2024 1:00 AM;Apr 30, 2024 2:00 AM;42,185.50;42,513.00;327.50;26,716.50
Apr 30, 2024 2:00 AM;Apr 30, 2024 3:00 AM;41,585.75;42,136.25;550.50;26,750.75
Apr 30, 2024 3:00 AM;Apr 30, 2024 4:00 AM;42,015.00;42,604.50;589.50;27,768.50
Apr 30, 2024 4:00 AM;Apr 30, 2024 5:00 AM;43,595.25;44,156.00;560.75;29,826.00
Apr 30, 2024 5:00 AM;Apr 30, 2024 6:00 AM;47,199.75;47,469.25;269.50;33,573.75
Apr 30, 2024 6:00 AM;Apr 30, 2024 7:00 AM;53,837.50;53,860.00;22.50;39,168.25
Apr 30, 2024 7:00 AM;Apr 30, 2024 8:00 AM;58,433.50;58,436.75;3.25;40,240.75
Apr 30, 2024 8:00 AM;Apr 30, 2024 9:00 AM;61,281.00;61,466.50;185.50;35,814.50
Apr 30, 2024 9:00 AM;Apr 30, 2024 10:00 AM;60,314.00;60,909.25;595.25;27,157.75
Apr 30, 2024 10:00 AM;Apr 30, 2024 11:00 AM;59,055.75;60,683.00;1,627.25;19,331.75
Apr 30, 2024 11:00 AM;Apr 30, 2024 12:00 PM;59,162.50;62,019.50;2,857.00;14,381.50
Apr 30, 2024 12:00 PM;Apr 30, 2024 1:00 PM;58,341.00;62,388.50;4,047.50;9,838.25
Apr 30, 2024 1:00 PM;Apr 30, 2024 2:00 PM;57,438.25;62,200.75;4,762.50;7,930.25
Apr 30, 2024 2:00 PM;Apr 30, 2024 3:00 PM;56,047.75;60,614.75;4,567.00;8,474.25
Apr 30, 2024 3:00 PM;Apr 30, 2024 4:00 PM;55,281.75;59,659.75;4,378.00;10,353.00
Apr 30, 2024 4:00 PM;Apr 30, 2024 5:00 PM;54,705.25;57,732.50;3,027.25;15,921.00
Apr 30, 2024 5:00 PM;Apr 30, 2024 6:00 PM;56,093.50;56,884.75;791.25;26,195.50
Apr 30, 2024 6:00 PM;Apr 30, 2024 7:00 PM;56,126.25;56,294.50;168.25;37,040.00
Apr 30, 2024 7:00 PM;Apr 30, 2024 8:00 PM;56,117.25;56,127.00;9.75;43,739.25
Apr 30, 2024 8:00 PM;Apr 30, 2024 9:00 PM;54,659.25;54,666.75;7.50;42,393.25
Apr 30, 2024 9:00 PM;Apr 30, 2024 10:00 PM;53,322.50;53,332.25;9.75;38,557.50
Apr 30, 2024 10:00 PM;Apr 30, 2024 11:00 PM;49,583.50;49,597.50;14.00;32,928.00
Apr 30, 2024 11:00 PM;May 1, 2024 12:00 AM;45,796.00;45,854.50;58.50;28,536.25
May 1, 2024 12:00 AM;May 1, 2024 1:00 AM;39,889.25;39,929.25;40.00;22,990.75
May 1, 2024 1:00 AM;May 1, 2024 2:00 AM;37,327.50;37,804.75;477.25;21,196.25
May 1, 2024 2:00 AM;May 1, 2024 3:00 AM;35,866.00;36,500.75;634.75;20,564.00
May 1, 2024 3:00 AM;May 1, 2024 4:00 AM;35,312.75;35,706.00;393.25;20,445.25
May 1, 2024 4:00 AM;May 1, 2024 5:00 AM;35,052.50;35,482.25;429.75;19,676.75
May 1, 2024 5:00 AM;May 1, 2024 6:00 AM;34,752.50;35,089.50;337.00;19,082.75
May 1, 2024 6:00 AM;May 1, 2024 7:00 AM;34,688.25;35,012.25;324.00;17,146.50
May 1, 2024 7:00 AM;May 1, 2024 8:00 AM;37,753.75;38,578.75;825.00;14,864.25
May 1, 2024 8:00 AM;May 1, 2024 9:00 AM;41,224.25;42,316.75;1,092.50;11,476.00
May 1, 2024 9:00 AM;May 1, 2024 10:00 AM;44,281.75;46,898.25;2,616.50;6,086.75
May 1, 2024 10:00 AM;May 1, 2024 11:00 AM;44,408.75;46,757.50;2,348.75;-236.50
May 1, 2024 11:00 AM;May 1, 2024 12:00 PM;44,784.75;48,380.00;3,595.25;-3,660.00
May 1, 2024 12:00 PM;May 1, 2024 1:00 PM;43,362.00;48,081.25;4,719.25;-6,016.75
May 1, 2024 1:00 PM;May 1, 2024 2:00 PM;41,513.25;46,637.00;5,123.75;-8,323.75
May 1, 2024 2:00 PM;May 1, 2024 3:00 PM;40,227.00;45,537.75;5,310.75;-8,095.25
May 1, 2024 3:00 PM;May 1, 2024 4:00 PM;40,074.00;45,187.75;5,113.75;-6,645.00
May 1, 2024 4:00 PM;May 1, 2024 5:00 PM;40,875.75;45,431.00;4,555.25;-6,052.75
May 1, 2024 5:00 PM;May 1, 2024 6:00 PM;42,945.25;47,105.50;4,160.25;-744.00
May 1, 2024 6:00 PM;May 1, 2024 7:00 PM;44,934.75;47,553.75;2,619.00;6,860.50
May 1, 2024 7:00 PM;May 1, 2024 8:00 PM;44,859.00;45,337.00;478.00;14,563.00
May 1, 2024 8:00 PM;May 1, 2024 9:00 PM;45,129.50;45,147.25;17.75;16,396.00
May 1, 2024 9:00 PM;May 1, 2024 10:00 PM;44,920.75;44,944.50;23.75;13,908.75
May 1, 2024 10:00 PM;May 1, 2024 11:00 PM;43,175.75;43,600.00;424.25;12,650.00
May 1, 2024 11:00 PM;May 2, 2024 12:00 AM;40,289.50;41,975.00;1,685.50;10,068.25
May 2, 2024 12:00 AM;May 2, 2024 1:00 AM;39,533.50;41,719.00;2,185.50;10,280.75
May 2, 2024 1:00 AM;May 2, 2024 2:00 AM;38,189.25;42,060.50;3,871.25;10,598.50
May 2, 2024 2:00 AM;May 2, 2024 3:00 AM;37,472.50;41,073.75;3,601.25;10,104.75
May 2, 2024 3:00 AM;May 2, 2024 4:00 AM;37,758.75;41,915.75;4,157.00;11,289.75
May 2, 2024 4:00 AM;May 2, 2024 5:00 AM;39,257.00;42,202.25;2,945.25;12,711.25
May 2, 2024 5:00 AM;May 2, 2024 6:00 AM;42,901.00;44,198.50;1,297.50;16,361.25
May 2, 2024 6:00 AM;May 2, 2024 7:00 AM;50,603.25;50,953.50;350.25;23,424.00
May 2, 2024 7:00 AM;May 2, 2024 8:00 AM;55,738.50;55,753.50;15.00;25,977.75
May 2, 2024 8:00 AM;May 2, 2024 9:00 AM;58,927.50;58,975.75;48.25;24,168.25
May 2, 2024 9:00 AM;May 2, 2024 10:00 AM;60,174.25;62,002.50;1,828.25;16,426.75
May 2, 2024 10:00 AM;May 2, 2024 11:00 AM;61,204.50;65,179.75;3,975.25;8,807.00
May 2, 2024 11:00 AM;May 2, 2024 12:00 PM;60,562.75;65,560.25;4,997.50;3,396.25
May 2, 2024 12:00 PM;May 2, 2024 1:00 PM;59,064.75;63,740.00;4,675.25;419.00
May 2, 2024 1:00 PM;May 2, 2024 2:00 PM;57,840.25;62,472.50;4,632.25;-792.50
May 2, 2024 2:00 PM;May 2, 2024 3:00 PM;57,107.00;61,525.00;4,418.00;410.00
May 2, 2024 3:00 PM;May 2, 2024 4:00 PM;56,341.50;60,082.25;3,740.75;4,630.25
May 2, 2024 4:00 PM;May 2, 2024 5:00 PM;56,730.75;59,927.75;3,197.00;9,824.75
May 2, 2024 5:00 PM;May 2, 2024 6:00 PM;57,594.00;58,707.75;1,113.75;16,216.75
May 2, 2024 6:00 PM;May 2, 2024 7:00 PM;58,299.25;58,881.00;581.75;23,237.75
May 2, 2024 7:00 PM;May 2, 2024 8:00 PM;57,905.00;57,922.00;17.00;27,560.25
May 2, 2024 8:00 PM;May 2, 2024 9:00 PM;55,456.00;55,508.25;52.25;27,114.50
May 2, 2024 9:00 PM;May 2, 2024 10:00 PM;53,742.75;53,764.25;21.50;24,882.00
May 2, 2024 10:00 PM;May 2, 2024 11:00 PM;49,815.00;50,063.75;248.75;21,092.00
May 2, 2024 11:00 PM;May 3, 2024 12:00 AM;46,070.25;47,298.25;1,228.00;18,165.75
May 3, 2024 12:00 AM;May 3, 2024 1:00 AM;44,695.00;46,033.25;1,338.25;19,079.50
May 3, 2024 1:00 AM;May 3, 2024 2:00 AM;43,734.00;45,914.00;2,180.00;19,665.50
May 3, 2024 2:00 AM;May 3, 2024 3:00 AM;42,291.00;45,716.00;3,425.00;19,222.25
May 3, 2024 3:00 AM;May 3, 2024 4:00 AM;42,375.50;45,513.75;3,138.25;19,543.00
May 3, 2024 4:00 AM;May 3, 2024 5:00 AM;43,473.25;46,196.25;2,723.00;20,985.50
May 3, 2024 5:00 AM;May 3, 2024 6:00 AM;46,054.00;46,347.25;293.25;24,370.00
May 3, 2024 6:00 AM;May 3, 2024 7:00 AM;52,193.25;52,343.50;150.25;30,436.25
May 3, 2024 7:00 AM;May 3, 2024 8:00 AM;57,144.25;57,152.25;8.00;33,211.75
May 3, 2024 8:00 AM;May 3, 2024 9:00 AM;60,253.00;60,262.75;9.75;32,816.75
May 3, 2024 9:00 AM;May 3, 2024 10:00 AM;61,447.25;61,456.00;8.75;29,580.50
May 3, 2024 10:00 AM;May 3, 2024 11:00 AM;62,195.25;62,327.00;131.75;27,273.50
May 3, 2024 11:00 AM;May 3, 2024 12:00 PM;62,924.00;63,525.75;601.75;26,137.00
May 3, 2024 12:00 PM;May 3, 2024 1:00 PM;62,936.75;64,516.25;1,579.50;25,779.50
May 3, 2024 1:00 PM;May 3, 2024 2:00 PM;61,441.50;63,792.50;2,351.00;25,134.50
May 3, 2024 2:00 PM;May 3, 2024 3:00 PM;59,067.50;61,980.00;2,912.50;24,423.75
May 3, 2024 3:00 PM;May 3, 2024 4:00 PM;58,165.25;60,742.50;2,577.25;26,642.50
May 3, 2024 4:00 PM;May 3, 2024 5:00 PM;57,306.00;59,014.50;1,708.50;29,560.75
May 3, 2024 5:00 PM;May 3, 2024 6:00 PM;57,366.00;57,782.25;416.25;33,829.25
May 3, 2024 6:00 PM;May 3, 2024 7:00 PM;57,322.25;57,440.50;118.25;37,849.50
May 3, 2024 7:00 PM;May 3, 2024 8:00 PM;56,179.00;56,195.00;16.00;42,128.75
May 3, 2024 8:00 PM;May 3, 2024 9:00 PM;54,001.50;54,010.50;9.00;43,502.75
May 3, 2024 9:00 PM;May 3, 2024 10:00 PM;51,722.75;51,766.25;43.50;42,775.75
May 3, 2024 10:00 PM;May 3, 2024 11:00 PM;48,327.25;48,337.75;10.50;40,585.50
May 3, 2024 11:00 PM;May 4, 2024 12:00 AM;44,938.75;44,954.75;16.00;37,944.75
May 4, 2024 12:00 AM;May 4, 2024 1:00 AM;42,154.50;42,430.00;275.50;35,570.75
May 4, 2024 1:00 AM;May 4, 2024 2:00 AM;40,311.50;40,743.00;431.50;33,891.25
May 4, 2024 2:00 AM;May 4, 2024 3:00 AM;38,649.75;38,729.25;79.50;32,775.75
May 4, 2024 3:00 AM;May 4, 2024 4:00 AM;38,685.75;38,887.00;201.25;33,429.00
May 4, 2024 4:00 AM;May 4, 2024 5:00 AM;39,019.00;39,143.00;124.00;34,154.00
May 4, 2024 5:00 AM;May 4, 2024 6:00 AM;39,653.25;39,729.50;76.25;35,409.00
May 4, 2024 6:00 AM;May 4, 2024 7:00 AM;40,834.25;40,908.50;74.25;35,962.75
May 4, 2024 7:00 AM;May 4, 2024 8:00 AM;43,704.00;43,774.00;70.00;35,185.25
May 4, 2024 8:00 AM;May 4, 2024 9:00 AM;46,825.00;46,962.25;137.25;31,894.50
May 4, 2024 9:00 AM;May 4, 2024 10:00 AM;49,292.75;51,008.00;1,715.25;26,832.75
May 4, 2024 10:00 AM;May 4, 2024 11:00 AM;50,006.00;53,854.50;3,848.50;21,457.25
May 4, 2024 11:00 AM;May 4, 2024 12:00 PM;50,240.00;54,817.25;4,577.25;19,294.50
May 4, 2024 12:00 PM;May 4, 2024 1:00 PM;50,263.25;55,039.75;4,776.50;18,028.00
May 4, 2024 1:00 PM;May 4, 2024 2:00 PM;48,624.00;53,268.25;4,644.25;16,552.00
May 4, 2024 2:00 PM;May 4, 2024 3:00 PM;46,824.00;51,292.25;4,468.25;15,430.00
May 4, 2024 3:00 PM;May 4, 2024 4:00 PM;46,535.25;50,883.50;4,348.25;16,927.00
May 4, 2024 4:00 PM;May 4, 2024 5:00 PM;45,984.25;49,980.25;3,996.00;20,535.25
May 4, 2024 5:00 PM;May 4, 2024 6:00 PM;46,897.00;48,245.25;1,348.25;27,782.00
May 4, 2024 6:00 PM;May 4, 2024 7:00 PM;48,659.50;48,692.25;32.75;37,025.50
May 4, 2024 7:00 PM;May 4, 2024 8:00 PM;48,489.00;48,494.00;5.00;43,002.00
May 4, 2024 8:00 PM;May 4, 2024 9:00 PM;46,967.75;46,971.00;3.25;43,283.00
May 4, 2024 9:00 PM;May 4, 2024 10:00 PM;45,594.75;45,599.50;4.75;40,238.25
May 4, 2024 10:00 PM;May 4, 2024 11:00 PM;43,769.25;43,786.25;17.00;36,000.00
May 4, 2024 11:00 PM;May 5, 2024 12:00 AM;41,421.75;41,581.00;159.25;31,971.50
May 5, 2024 12:00 AM;May 5, 2024 1:00 AM;38,732.25;38,836.75;104.50;28,194.50
May 5, 2024 1:00 AM;May 5, 2024 2:00 AM;36,377.25;36,541.75;164.50;24,853.25
May 5, 2024 2:00 AM;May 5, 2024 3:00 AM;35,110.25;35,356.50;246.25;22,297.25
May 5, 2024 3:00 AM;May 5, 2024 4:00 AM;34,807.75;35,122.25;314.50;21,067.75
May 5, 2024 4:00 AM;May 5, 2024 5:00 AM;34,929.00;35,127.25;198.25;20,910.50
May 5, 2024 5:00 AM;May 5, 2024 6:00 AM;35,308.50;35,604.75;296.25;20,640.25
May 5, 2024 6:00 AM;May 5, 2024 7:00 AM;36,341.25;37,283.50;942.25;19,478.50
May 5, 2024 7:00 AM;May 5, 2024 8:00 AM;38,765.75;41,232.00;2,466.25;18,094.25
May 5, 2024 8:00 AM;May 5, 2024 9:00 AM;42,489.00;45,237.25;2,748.25;17,099.00
May 5, 2024 9:00 AM;May 5, 2024 10:00 AM;45,474.50;48,911.50;3,437.00;14,805.75
May 5, 2024 10:00 AM;May 5, 2024 11:00 AM;47,272.75;51,142.25;3,869.50;10,609.75
May 5, 2024 11:00 AM;May 5, 2024 12:00 PM;49,836.50;53,786.50;3,950.00;9,094.25
May 5, 2024 12:00 PM;May 5, 2024 1:00 PM;50,053.50;54,353.50;4,300.00;5,904.25
May 5, 2024 1:00 PM;May 5, 2024 2:00 PM;47,331.50;51,681.00;4,349.50;1,510.25
May 5, 2024 2:00 PM;May 5, 2024 3:00 PM;44,963.25;49,319.00;4,355.75;-369.00
May 5, 2024 3:00 PM;May 5, 2024 4:00 PM;44,018.25;48,469.00;4,450.75;430.50
May 5, 2024 4:00 PM;May 5, 2024 5:00 PM;44,534.25;49,222.75;4,688.50;5,493.75
May 5, 2024 5:00 PM;May 5, 2024 6:00 PM;46,047.00;49,647.50;3,600.50;12,845.50
May 5, 2024 6:00 PM;May 5, 2024 7:00 PM;47,798.50;49,238.00;1,439.50;22,141.50
May 5, 2024 7:00 PM;May 5, 2024 8:00 PM;48,325.75;48,597.75;272.00;30,277.00
May 5, 2024 8:00 PM;May 5, 2024 9:00 PM;47,601.75;47,621.75;20.00;33,852.50
May 5, 2024 9:00 PM;May 5, 2024 10:00 PM;47,079.75;47,138.25;58.50;35,338.25
May 5, 2024 10:00 PM;May 5, 2024 11:00 PM;45,562.00;45,584.50;22.50;35,540.50
May 5, 2024 11:00 PM;May 6, 2024 12:00 AM;42,772.50;42,857.50;85.00;33,548.25
May 6, 2024 12:00 AM;May 6, 2024 1:00 AM;40,504.25;40,744.50;240.25;32,236.75
May 6, 2024 1:00 AM;May 6, 2024 2:00 AM;39,771.25;40,320.50;549.25;31,894.50
May 6, 2024 2:00 AM;May 6, 2024 3:00 AM;39,310.75;40,957.00;1,646.25;31,655.00
May 6, 2024 3:00 AM;May 6, 2024 4:00 AM;39,475.00;40,998.25;1,523.25;32,695.00
May 6, 2024 4:00 AM;May 6, 2024 5:00 AM;40,830.25;41,350.00;519.75;35,025.00
May 6, 2024 5:00 AM;May 6, 2024 6:00 AM;44,374.25;44,479.25;105.00;38,804.75
May 6, 2024 6:00 AM;May 6, 2024 7:00 AM;51,871.00;51,920.00;49.00;45,536.25
May 6, 2024 7:00 AM;May 6, 2024 8:00 AM;57,234.00;57,244.50;10.50;47,760.25
May 6, 2024 8:00 AM;May 6, 2024 9:00 AM;61,031.25;61,068.00;36.75;46,898.25
May 6, 2024 9:00 AM;May 6, 2024 10:00 AM;61,920.25;62,181.00;260.75;42,387.00
May 6, 2024 10:00 AM;May 6, 2024 11:00 AM;61,754.50;62,570.00;815.50;36,711.75
May 6, 2024 11:00 AM;May 6, 2024 12:00 PM;62,676.75;65,703.00;3,026.25;33,150.25
May 6, 2024 12:00 PM;May 6, 2024 1:00 PM;62,490.00;65,820.75;3,330.75;30,666.00
May 6, 2024 1:00 PM;May 6, 2024 2:00 PM;61,846.75;64,708.50;2,861.75;31,522.25
May 6, 2024 2:00 PM;May 6, 2024 3:00 PM;60,967.50;63,761.75;2,794.25;33,187.50
