Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
May 6, 2024 3:00 PM;May 6, 2024 4:00 PM;59,908.50;61,217.00;1,308.50;34,674.25
May 6, 2024 4:00 PM;May 6, 2024 5:00 PM;58,587.50;59,290.00;702.50;37,538.00
May 6, 2024 5:00 PM;May 6, 2024 6:00 PM;58,317.50;58,331.00;13.50;42,413.00
May 6, 2024 6:00 PM;May 6, 2024 7:00 PM;58,302.50;58,313.50;11.00;46,892.75
May 6, 2024 7:00 PM;May 6, 2024 8:00 PM;57,662.50;57,668.25;5.75;49,515.00
May 6, 2024 8:00 PM;May 6, 2024 9:00 PM;56,400.50;56,404.50;4.00;49,242.25
May 6, 2024 9:00 PM;May 6, 2024 10:00 PM;54,797.00;54,841.50;44.50;46,856.75
May 6, 2024 10:00 PM;May 6, 2024 11:00 PM;51,761.25;52,034.25;273.00;43,039.25
May 6, 2024 11:00 PM;May 7, 2024 12:00 AM;47,789.25;48,214.25;425.00;38,889.75
May 7, 2024 12:00 AM;May 7, 2024 1:00 AM;44,950.75;45,635.75;685.00;35,793.50
May 7, 2024 1:00 AM;May 7, 2024 2:00 AM;44,111.25;46,359.00;2,247.75;35,010.50
May 7, 2024 2:00 AM;May 7, 2024 3:00 AM;43,177.50;46,152.00;2,974.50;34,221.25
May 7, 2024 3:00 AM;May 7, 2024 4:00 AM;43,011.75;45,491.25;2,479.50;34,656.00
May 7, 2024 4:00 AM;May 7, 2024 5:00 AM;43,623.25;45,281.75;1,658.50;36,010.00
May 7, 2024 5:00 AM;May 7, 2024 6:00 AM;46,978.25;47,399.50;421.25;39,566.50
May 7, 2024 6:00 AM;May 7, 2024 7:00 AM;54,061.00;54,127.25;66.25;45,884.50
May 7, 2024 7:00 AM;May 7, 2024 8:00 AM;58,998.75;59,001.75;3.00;48,791.25
May 7, 2024 8:00 AM;May 7, 2024 9:00 AM;61,913.00;61,919.25;6.25;48,820.00
May 7, 2024 9:00 AM;May 7, 2024 10:00 AM;62,422.75;62,434.00;11.25;45,270.50
May 7, 2024 10:00 AM;May 7, 2024 11:00 AM;62,802.50;62,953.50;151.00;41,303.25
May 7, 2024 11:00 AM;May 7, 2024 12:00 PM;63,176.75;63,710.75;534.00;38,962.50
May 7, 2024 12:00 PM;May 7, 2024 1:00 PM;62,407.25;63,294.75;887.50;37,316.75
May 7, 2024 1:00 PM;May 7, 2024 2:00 PM;61,805.25;62,752.00;946.75;37,001.00
May 7, 2024 2:00 PM;May 7, 2024 3:00 PM;60,508.00;62,514.75;2,006.75;36,691.50
May 7, 2024 3:00 PM;May 7, 2024 4:00 PM;59,537.50;60,952.25;1,414.75;37,291.75
May 7, 2024 4:00 PM;May 7, 2024 5:00 PM;58,802.00;60,118.75;1,316.75;39,459.00
May 7, 2024 5:00 PM;May 7, 2024 6:00 PM;58,841.00;59,521.75;680.75;43,457.50
May 7, 2024 6:00 PM;May 7, 2024 7:00 PM;58,509.75;58,588.50;78.75;47,743.75
May 7, 2024 7:00 PM;May 7, 2024 8:00 PM;58,016.50;58,028.00;11.50;50,645.50
May 7, 2024 8:00 PM;May 7, 2024 9:00 PM;56,283.75;56,289.50;5.75;50,936.25
May 7, 2024 9:00 PM;May 7, 2024 10:00 PM;54,473.00;54,481.25;8.25;49,450.50
May 7, 2024 10:00 PM;May 7, 2024 11:00 PM;51,148.00;51,213.75;65.75;45,737.75
May 7, 2024 11:00 PM;May 8, 2024 12:00 AM;47,330.25;47,795.25;465.00;41,696.25
May 8, 2024 12:00 AM;May 8, 2024 1:00 AM;44,338.75;44,864.00;525.25;38,891.50
May 8, 2024 1:00 AM;May 8, 2024 2:00 AM;42,770.50;44,768.75;1,998.25;37,491.25
May 8, 2024 2:00 AM;May 8, 2024 3:00 AM;42,152.25;45,323.00;3,170.75;37,340.25
May 8, 2024 3:00 AM;May 8, 2024 4:00 AM;42,488.25;45,369.75;2,881.50;38,082.75
May 8, 2024 4:00 AM;May 8, 2024 5:00 AM;43,288.50;45,471.50;2,183.00;39,123.75
May 8, 2024 5:00 AM;May 8, 2024 6:00 AM;46,341.75;46,834.25;492.50;42,294.25
May 8, 2024 6:00 AM;May 8, 2024 7:00 AM;52,941.25;52,963.25;22.00;47,994.25
May 8, 2024 7:00 AM;May 8, 2024 8:00 AM;58,039.25;58,045.00;5.75;50,594.50
May 8, 2024 8:00 AM;May 8, 2024 9:00 AM;61,251.75;61,325.25;73.50;49,227.50
May 8, 2024 9:00 AM;May 8, 2024 10:00 AM;61,724.75;62,087.50;362.75;42,785.75
May 8, 2024 10:00 AM;May 8, 2024 11:00 AM;61,563.25;62,571.75;1,008.50;36,056.25
May 8, 2024 11:00 AM;May 8, 2024 12:00 PM;61,596.25;63,035.25;1,439.00;32,055.50
May 8, 2024 12:00 PM;May 8, 2024 1:00 PM;60,905.00;63,228.50;2,323.50;30,139.75
May 8, 2024 1:00 PM;May 8, 2024 2:00 PM;59,633.75;62,650.75;3,017.00;29,364.00
May 8, 2024 2:00 PM;May 8, 2024 3:00 PM;58,302.00;61,667.50;3,365.50;28,840.75
May 8, 2024 3:00 PM;May 8, 2024 4:00 PM;57,226.75;59,508.00;2,281.25;30,002.00
May 8, 2024 4:00 PM;May 8, 2024 5:00 PM;55,639.00;57,462.00;1,823.00;32,264.25
May 8, 2024 5:00 PM;May 8, 2024 6:00 PM;56,009.75;56,763.75;754.00;37,937.75
May 8, 2024 6:00 PM;May 8, 2024 7:00 PM;55,768.00;56,088.00;320.00;43,864.00
May 8, 2024 7:00 PM;May 8, 2024 8:00 PM;55,697.25;55,714.50;17.25;49,159.25
May 8, 2024 8:00 PM;May 8, 2024 9:00 PM;54,066.25;54,074.75;8.50;49,869.25
May 8, 2024 9:00 PM;May 8, 2024 10:00 PM;52,479.00;52,486.00;7.00;48,035.25
May 8, 2024 10:00 PM;May 8, 2024 11:00 PM;48,987.75;49,002.75;15.00;44,071.50
May 8, 2024 11:00 PM;May 9, 2024 12:00 AM;45,533.25;45,556.75;23.50;40,874.75
May 9, 2024 12:00 AM;May 9, 2024 1:00 AM;42,018.25;42,034.75;16.50;38,005.75
May 9, 2024 1:00 AM;May 9, 2024 2:00 AM;40,072.25;40,098.25;26.00;36,923.25
May 9, 2024 2:00 AM;May 9, 2024 3:00 AM;38,726.50;38,823.50;97.00;36,274.00
May 9, 2024 3:00 AM;May 9, 2024 4:00 AM;38,445.25;38,462.75;17.50;36,438.50
May 9, 2024 4:00 AM;May 9, 2024 5:00 AM;38,700.00;38,727.50;27.50;37,015.50
May 9, 2024 5:00 AM;May 9, 2024 6:00 AM;38,443.25;38,542.25;99.00;36,717.50
May 9, 2024 6:00 AM;May 9, 2024 7:00 AM;38,464.00;38,547.25;83.25;34,827.25
May 9, 2024 7:00 AM;May 9, 2024 8:00 AM;40,220.75;40,326.50;105.75;30,021.75
May 9, 2024 8:00 AM;May 9, 2024 9:00 AM;43,608.50;44,936.50;1,328.00;23,370.50
May 9, 2024 9:00 AM;May 9, 2024 10:00 AM;45,838.50;48,871.25;3,032.75;15,245.75
May 9, 2024 10:00 AM;May 9, 2024 11:00 AM;46,749.75;51,345.75;4,596.00;8,801.00
May 9, 2024 11:00 AM;May 9, 2024 12:00 PM;46,407.00;50,886.50;4,479.50;5,684.75
May 9, 2024 12:00 PM;May 9, 2024 1:00 PM;45,699.00;49,700.75;4,001.75;3,363.75
May 9, 2024 1:00 PM;May 9, 2024 2:00 PM;43,149.75;48,414.25;5,264.50;1,502.75
May 9, 2024 2:00 PM;May 9, 2024 3:00 PM;41,484.75;46,687.00;5,202.25;841.50
May 9, 2024 3:00 PM;May 9, 2024 4:00 PM;41,023.50;45,436.25;4,412.75;3,473.75
May 9, 2024 4:00 PM;May 9, 2024 5:00 PM;41,433.25;45,801.00;4,367.75;9,894.25
May 9, 2024 5:00 PM;May 9, 2024 6:00 PM;42,498.25;44,570.00;2,071.75;19,030.25
May 9, 2024 6:00 PM;May 9, 2024 7:00 PM;44,547.25;45,144.25;597.00;30,500.75
May 9, 2024 7:00 PM;May 9, 2024 8:00 PM;44,892.00;44,945.50;53.50;38,301.00
May 9, 2024 8:00 PM;May 9, 2024 9:00 PM;44,876.25;44,886.50;10.25;41,768.50
May 9, 2024 9:00 PM;May 9, 2024 10:00 PM;45,222.00;45,230.50;8.50;42,646.75
May 9, 2024 10:00 PM;May 9, 2024 11:00 PM;43,474.25;43,482.25;8.00;40,542.00
May 9, 2024 11:00 PM;May 10, 2024 12:00 AM;40,769.25;40,784.00;14.75;37,823.00
May 10, 2024 12:00 AM;May 10, 2024 1:00 AM;38,402.25;38,479.50;77.25;35,934.50
May 10, 2024 1:00 AM;May 10, 2024 2:00 AM;36,891.50;37,011.25;119.75;34,496.75
May 10, 2024 2:00 AM;May 10, 2024 3:00 AM;36,289.00;36,448.50;159.50;34,067.75
May 10, 2024 3:00 AM;May 10, 2024 4:00 AM;36,395.00;36,573.00;178.00;34,359.50
May 10, 2024 4:00 AM;May 10, 2024 5:00 AM;37,578.75;37,824.75;246.00;35,425.00
May 10, 2024 5:00 AM;May 10, 2024 6:00 AM;40,031.00;40,070.25;39.25;37,804.25
May 10, 2024 6:00 AM;May 10, 2024 7:00 AM;44,165.25;44,191.50;26.25;39,878.50
May 10, 2024 7:00 AM;May 10, 2024 8:00 AM;48,158.75;48,174.00;15.25;37,933.25
May 10, 2024 8:00 AM;May 10, 2024 9:00 AM;49,729.25;50,059.00;329.75;30,442.00
May 10, 2024 9:00 AM;May 10, 2024 10:00 AM;50,142.25;52,184.50;2,042.25;20,688.75
May 10, 2024 10:00 AM;May 10, 2024 11:00 AM;50,980.75;54,994.00;4,013.25;13,499.00
May 10, 2024 11:00 AM;May 10, 2024 12:00 PM;50,904.00;55,528.25;4,624.25;9,333.50
May 10, 2024 12:00 PM;May 10, 2024 1:00 PM;51,406.00;56,299.75;4,893.75;7,839.75
May 10, 2024 1:00 PM;May 10, 2024 2:00 PM;50,328.50;55,477.75;5,149.25;7,718.75
May 10, 2024 2:00 PM;May 10, 2024 3:00 PM;48,699.75;53,717.50;5,017.75;9,052.25
May 10, 2024 3:00 PM;May 10, 2024 4:00 PM;47,840.50;52,237.25;4,396.75;11,531.00
May 10, 2024 4:00 PM;May 10, 2024 5:00 PM;47,854.75;51,864.25;4,009.50;16,935.75
May 10, 2024 5:00 PM;May 10, 2024 6:00 PM;48,868.00;50,736.75;1,868.75;25,452.25
May 10, 2024 6:00 PM;May 10, 2024 7:00 PM;49,772.25;50,081.50;309.25;35,789.75
May 10, 2024 7:00 PM;May 10, 2024 8:00 PM;49,628.50;49,650.00;21.50;42,997.50
May 10, 2024 8:00 PM;May 10, 2024 9:00 PM;48,542.00;48,554.50;12.50;45,051.25
May 10, 2024 9:00 PM;May 10, 2024 10:00 PM;47,840.25;47,849.50;9.25;44,374.00
May 10, 2024 10:00 PM;May 10, 2024 11:00 PM;45,258.50;45,268.00;9.50;41,212.50
May 10, 2024 11:00 PM;May 11, 2024 12:00 AM;42,050.75;42,064.75;14.00;37,787.50
May 11, 2024 12:00 AM;May 11, 2024 1:00 AM;39,449.75;39,480.75;31.00;35,249.25
May 11, 2024 1:00 AM;May 11, 2024 2:00 AM;37,753.25;37,799.00;45.75;33,862.75
May 11, 2024 2:00 AM;May 11, 2024 3:00 AM;36,637.50;36,728.75;91.25;33,237.25
May 11, 2024 3:00 AM;May 11, 2024 4:00 AM;36,235.75;36,288.00;52.25;33,138.25
May 11, 2024 4:00 AM;May 11, 2024 5:00 AM;36,257.50;36,314.75;57.25;33,353.00
May 11, 2024 5:00 AM;May 11, 2024 6:00 AM;37,276.50;37,333.50;57.00;34,251.50
May 11, 2024 6:00 AM;May 11, 2024 7:00 AM;38,898.25;39,062.75;164.50;33,963.25
May 11, 2024 7:00 AM;May 11, 2024 8:00 AM;41,449.50;41,594.75;145.25;31,177.25
May 11, 2024 8:00 AM;May 11, 2024 9:00 AM;44,531.75;45,658.75;1,127.00;26,168.00
May 11, 2024 9:00 AM;May 11, 2024 10:00 AM;46,917.25;49,526.50;2,609.25;19,504.25
May 11, 2024 10:00 AM;May 11, 2024 11:00 AM;47,428.25;51,196.50;3,768.25;12,094.75
May 11, 2024 11:00 AM;May 11, 2024 12:00 PM;47,351.00;51,775.25;4,424.25;7,034.00
May 11, 2024 12:00 PM;May 11, 2024 1:00 PM;46,419.75;51,147.75;4,728.00;3,809.25
May 11, 2024 1:00 PM;May 11, 2024 2:00 PM;44,917.75;49,753.00;4,835.25;2,699.75
May 11, 2024 2:00 PM;May 11, 2024 3:00 PM;43,642.50;48,259.50;4,617.00;2,987.00
May 11, 2024 3:00 PM;May 11, 2024 4:00 PM;43,030.25;47,629.50;4,599.25;5,495.50
May 11, 2024 4:00 PM;May 11, 2024 5:00 PM;43,144.75;47,121.75;3,977.00;8,734.00
May 11, 2024 5:00 PM;May 11, 2024 6:00 PM;44,011.75;46,826.25;2,814.50;16,597.25
May 11, 2024 6:00 PM;May 11, 2024 7:00 PM;45,245.50;45,774.50;529.00;26,133.50
May 11, 2024 7:00 PM;May 11, 2024 8:00 PM;45,732.00;45,753.50;21.50;34,293.25
May 11, 2024 8:00 PM;May 11, 2024 9:00 PM;45,252.75;45,260.25;7.50;36,372.75
May 11, 2024 9:00 PM;May 11, 2024 10:00 PM;44,187.00;44,197.25;10.25;32,894.50
May 11, 2024 10:00 PM;May 11, 2024 11:00 PM;42,181.75;42,209.25;27.50;28,629.25
May 11, 2024 11:00 PM;May 12, 2024 12:00 AM;38,934.75;39,150.50;215.75;24,277.00
May 12, 2024 12:00 AM;May 12, 2024 1:00 AM;36,659.25;37,101.50;442.25;22,284.50
May 12, 2024 1:00 AM;May 12, 2024 2:00 AM;35,250.75;35,745.50;494.75;21,344.50
May 12, 2024 2:00 AM;May 12, 2024 3:00 AM;33,865.50;34,697.00;831.50;19,877.50
May 12, 2024 3:00 AM;May 12, 2024 4:00 AM;33,532.00;34,682.25;1,150.25;19,392.50
May 12, 2024 4:00 AM;May 12, 2024 5:00 AM;33,942.75;34,645.75;703.00;20,566.00
May 12, 2024 5:00 AM;May 12, 2024 6:00 AM;34,150.75;34,792.25;641.50;21,036.25
May 12, 2024 6:00 AM;May 12, 2024 7:00 AM;35,022.00;36,436.00;1,414.00;20,230.25
May 12, 2024 7:00 AM;May 12, 2024 8:00 AM;37,537.50;39,538.50;2,001.00;17,580.25
May 12, 2024 8:00 AM;May 12, 2024 9:00 AM;41,127.50;44,228.00;3,100.50;13,100.50
May 12, 2024 9:00 AM;May 12, 2024 10:00 AM;43,294.75;46,588.50;3,293.75;7,768.75
May 12, 2024 10:00 AM;May 12, 2024 11:00 AM;44,300.50;48,289.75;3,989.25;2,749.00
May 12, 2024 11:00 AM;May 12, 2024 12:00 PM;44,985.25;49,733.25;4,748.00;907.75
May 12, 2024 12:00 PM;May 12, 2024 1:00 PM;44,317.00;48,945.75;4,628.75;-83.00
May 12, 2024 1:00 PM;May 12, 2024 2:00 PM;42,343.00;47,153.25;4,810.25;-1,414.25
May 12, 2024 2:00 PM;May 12, 2024 3:00 PM;41,101.00;46,030.75;4,929.75;-423.75
May 12, 2024 3:00 PM;May 12, 2024 4:00 PM;40,175.50;44,368.25;4,192.75;912.25
May 12, 2024 4:00 PM;May 12, 2024 5:00 PM;40,549.75;44,562.00;4,012.25;1,725.00
May 12, 2024 5:00 PM;May 12, 2024 6:00 PM;42,179.25;45,223.00;3,043.75;7,244.50
May 12, 2024 6:00 PM;May 12, 2024 7:00 PM;44,595.50;46,271.00;1,675.50;14,499.50
May 12, 2024 7:00 PM;May 12, 2024 8:00 PM;45,504.50;45,648.25;143.75;21,615.50
May 12, 2024 8:00 PM;May 12, 2024 9:00 PM;45,320.75;45,327.75;7.00;24,795.75
May 12, 2024 9:00 PM;May 12, 2024 10:00 PM;45,851.25;45,861.75;10.50;22,388.50
May 12, 2024 10:00 PM;May 12, 2024 11:00 PM;45,143.00;45,237.75;94.75;19,729.50
May 12, 2024 11:00 PM;May 13, 2024 12:00 AM;42,378.25;42,831.75;453.50;16,482.50
May 13, 2024 12:00 AM;May 13, 2024 1:00 AM;40,541.50;42,219.00;1,677.50;14,430.25
May 13, 2024 1:00 AM;May 13, 2024 2:00 AM;39,573.25;42,357.50;2,784.25;13,780.50
May 13, 2024 2:00 AM;May 13, 2024 3:00 AM;39,292.75;42,885.75;3,593.00;14,205.00
May 13, 2024 3:00 AM;May 13, 2024 4:00 AM;39,460.00;41,959.50;2,499.50;15,381.25
May 13, 2024 4:00 AM;May 13, 2024 5:00 AM;40,953.50;42,547.50;1,594.00;18,135.50
May 13, 2024 5:00 AM;May 13, 2024 6:00 AM;43,616.25;44,210.75;594.50;20,885.25
May 13, 2024 6:00 AM;May 13, 2024 7:00 AM;49,532.00;49,584.25;52.25;26,260.00
May 13, 2024 7:00 AM;May 13, 2024 8:00 AM;55,552.50;55,557.75;5.25;31,217.25
May 13, 2024 8:00 AM;May 13, 2024 9:00 AM;58,875.00;58,880.00;5.00;29,948.25
May 13, 2024 9:00 AM;May 13, 2024 10:00 AM;59,065.50;59,641.50;576.00;22,516.00
May 13, 2024 10:00 AM;May 13, 2024 11:00 AM;59,431.25;61,381.25;1,950.00;14,878.00
May 13, 2024 11:00 AM;May 13, 2024 12:00 PM;59,736.00;62,952.75;3,216.75;8,764.50
May 13, 2024 12:00 PM;May 13, 2024 1:00 PM;58,593.25;62,515.00;3,921.75;4,341.75
May 13, 2024 1:00 PM;May 13, 2024 2:00 PM;58,273.00;62,139.75;3,866.75;3,837.75
May 13, 2024 2:00 PM;May 13, 2024 3:00 PM;57,611.75;60,912.75;3,301.00;6,022.50
May 13, 2024 3:00 PM;May 13, 2024 4:00 PM;56,873.25;59,993.75;3,120.50;10,124.00
May 13, 2024 4:00 PM;May 13, 2024 5:00 PM;56,561.75;59,701.50;3,139.75;14,668.75
May 13, 2024 5:00 PM;May 13, 2024 6:00 PM;56,935.75;57,733.50;797.75;22,200.00
May 13, 2024 6:00 PM;May 13, 2024 7:00 PM;57,956.75;58,048.00;91.25;31,321.25
May 13, 2024 7:00 PM;May 13, 2024 8:00 PM;58,476.25;58,479.00;2.75;38,101.50
May 13, 2024 8:00 PM;May 13, 2024 9:00 PM;56,789.25;56,802.00;12.75;38,206.25
May 13, 2024 9:00 PM;May 13, 2024 10:00 PM;56,102.00;56,343.00;241.00;34,053.50
May 13, 2024 10:00 PM;May 13, 2024 11:00 PM;52,476.00;52,519.50;43.50;28,319.50
May 13, 2024 11:00 PM;May 14, 2024 12:00 AM;47,749.00;48,148.00;399.00;22,290.25
May 14, 2024 12:00 AM;May 14, 2024 1:00 AM;44,976.00;45,702.25;726.25;18,881.50
May 14, 2024 1:00 AM;May 14, 2024 2:00 AM;43,388.25;45,331.00;1,942.75;17,931.75
May 14, 2024 2:00 AM;May 14, 2024 3:00 AM;42,367.25;44,827.00;2,459.75;17,731.75
May 14, 2024 3:00 AM;May 14, 2024 4:00 AM;42,279.25;44,877.25;2,598.00;18,311.00
May 14, 2024 4:00 AM;May 14, 2024 5:00 AM;43,204.25;45,389.75;2,185.50;19,807.75
May 14, 2024 5:00 AM;May 14, 2024 6:00 AM;45,977.75;46,619.25;641.50;22,284.25
May 14, 2024 6:00 AM;May 14, 2024 7:00 AM;52,667.50;52,737.75;70.25;26,775.25
May 14, 2024 7:00 AM;May 14, 2024 8:00 AM;57,733.25;57,777.25;44.00;28,292.25
May 14, 2024 8:00 AM;May 14, 2024 9:00 AM;60,405.50;60,816.50;411.00;24,668.75
May 14, 2024 9:00 AM;May 14, 2024 10:00 AM;60,238.25;61,646.25;1,408.00;16,005.00
May 14, 2024 10:00 AM;May 14, 2024 11:00 AM;59,909.50;61,919.00;2,009.50;7,726.75
May 14, 2024 11:00 AM;May 14, 2024 12:00 PM;59,817.25;62,383.50;2,566.25;1,318.00
May 14, 2024 12:00 PM;May 14, 2024 1:00 PM;59,618.50;63,321.75;3,703.25;-962.00
May 14, 2024 1:00 PM;May 14, 2024 2:00 PM;58,791.25;63,015.75;4,224.50;-1,784.75
May 14, 2024 2:00 PM;May 14, 2024 3:00 PM;57,458.75;61,482.50;4,023.75;-1,510.50
May 14, 2024 3:00 PM;May 14, 2024 4:00 PM;57,130.75;60,974.00;3,843.25;-342.25
May 14, 2024 4:00 PM;May 14, 2024 5:00 PM;56,946.75;60,713.50;3,766.75;4,294.00
May 14, 2024 5:00 PM;May 14, 2024 6:00 PM;57,063.00;60,518.50;3,455.50;11,356.75
May 14, 2024 6:00 PM;May 14, 2024 7:00 PM;58,458.25;59,146.00;687.75;19,799.50
May 14, 2024 7:00 PM;May 14, 2024 8:00 PM;58,844.25;58,845.00;0.75;28,970.75
May 14, 2024 8:00 PM;May 14, 2024 9:00 PM;57,376.00;57,436.25;60.25;31,891.25
May 14, 2024 9:00 PM;May 14, 2024 10:00 PM;56,724.50;56,976.25;251.75;29,042.00
May 14, 2024 10:00 PM;May 14, 2024 11:00 PM;53,289.25;53,536.75;247.50;25,086.75
May 14, 2024 11:00 PM;May 15, 2024 12:00 AM;48,986.00;49,634.75;648.75;20,590.50
May 15, 2024 12:00 AM;May 15, 2024 1:00 AM;45,033.75;46,876.75;1,843.00;17,581.25
May 15, 2024 1:00 AM;May 15, 2024 2:00 AM;43,477.75;46,397.25;2,919.50;16,359.25
May 15, 2024 2:00 AM;May 15, 2024 3:00 AM;41,633.50;45,460.75;3,827.25;15,671.25
May 15, 2024 3:00 AM;May 15, 2024 4:00 AM;41,278.50;44,208.00;2,929.50;16,506.50
May 15, 2024 4:00 AM;May 15, 2024 5:00 AM;42,217.50;45,041.25;2,823.75;18,244.75
May 15, 2024 5:00 AM;May 15, 2024 6:00 AM;44,812.00;45,241.00;429.00;21,098.50
May 15, 2024 6:00 AM;May 15, 2024 7:00 AM;51,572.75;51,799.00;226.25;26,656.50
May 15, 2024 7:00 AM;May 15, 2024 8:00 AM;56,163.00;56,197.50;34.50;27,787.00
May 15, 2024 8:00 AM;May 15, 2024 9:00 AM;58,927.25;59,222.50;295.25;25,438.25
May 15, 2024 9:00 AM;May 15, 2024 10:00 AM;59,690.00;60,994.25;1,304.25;18,932.00
May 15, 2024 10:00 AM;May 15, 2024 11:00 AM;58,967.50;61,187.00;2,219.50;9,506.75
May 15, 2024 11:00 AM;May 15, 2024 12:00 PM;60,922.25;63,726.75;2,804.50;7,117.00
May 15, 2024 12:00 PM;May 15, 2024 1:00 PM;59,489.25;62,067.50;2,578.25;4,514.25
May 15, 2024 1:00 PM;May 15, 2024 2:00 PM;59,580.00;63,113.75;3,533.75;4,508.75
May 15, 2024 2:00 PM;May 15, 2024 3:00 PM;58,143.00;61,468.50;3,325.50;4,891.25
May 15, 2024 3:00 PM;May 15, 2024 4:00 PM;58,074.50;61,609.00;3,534.50;9,258.75
May 15, 2024 4:00 PM;May 15, 2024 5:00 PM;57,271.25;59,485.25;2,214.00;14,130.75
May 15, 2024 5:00 PM;May 15, 2024 6:00 PM;58,462.75;58,802.50;339.75;21,184.50
May 15, 2024 6:00 PM;May 15, 2024 7:00 PM;59,640.75;59,971.50;330.75;28,684.00
May 15, 2024 7:00 PM;May 15, 2024 8:00 PM;59,074.00;59,102.25;28.25;33,243.00
May 15, 2024 8:00 PM;May 15, 2024 9:00 PM;57,164.50;57,192.75;28.25;33,502.00
May 15, 2024 9:00 PM;May 15, 2024 10:00 PM;56,288.25;56,473.00;184.75;31,106.75
May 15, 2024 10:00 PM;May 15, 2024 11:00 PM;51,602.25;51,975.50;373.25;26,826.00
May 15, 2024 11:00 PM;May 16, 2024 12:00 AM;47,559.50;48,098.50;539.00;23,395.25
May 16, 2024 12:00 AM;May 16, 2024 1:00 AM;44,946.50;46,878.50;1,932.00;21,933.00
May 16, 2024 1:00 AM;May 16, 2024 2:00 AM;44,190.25;47,398.00;3,207.75;21,955.50
May 16, 2024 2:00 AM;May 16, 2024 3:00 AM;43,032.00;47,155.25;4,123.25;20,582.00
May 16, 2024 3:00 AM;May 16, 2024 4:00 AM;42,849.50;47,362.00;4,512.50;20,831.25
May 16, 2024 4:00 AM;May 16, 2024 5:00 AM;43,485.00;47,031.25;3,546.25;21,987.50
May 16, 2024 5:00 AM;May 16, 2024 6:00 AM;45,837.00;46,577.75;740.75;24,159.25
May 16, 2024 6:00 AM;May 16, 2024 7:00 AM;52,583.75;52,644.00;60.25;28,784.00
May 16, 2024 7:00 AM;May 16, 2024 8:00 AM;57,348.50;57,352.00;3.50;29,354.75
May 16, 2024 8:00 AM;May 16, 2024 9:00 AM;60,174.25;60,241.00;66.75;26,583.50
May 16, 2024 9:00 AM;May 16, 2024 10:00 AM;60,297.75;61,767.75;1,470.00;19,134.25
May 16, 2024 10:00 AM;May 16, 2024 11:00 AM;60,968.00;63,376.25;2,408.25;13,271.75
May 16, 2024 11:00 AM;May 16, 2024 12:00 PM;61,674.50;64,787.00;3,112.50;9,387.50
May 16, 2024 12:00 PM;May 16, 2024 1:00 PM;61,633.75;65,257.75;3,624.00;8,521.75
May 16, 2024 1:00 PM;May 16, 2024 2:00 PM;61,020.00;64,842.50;3,822.50;8,841.75
May 16, 2024 2:00 PM;May 16, 2024 3:00 PM;59,337.75;63,142.00;3,804.25;10,386.25
May 16, 2024 3:00 PM;May 16, 2024 4:00 PM;58,357.00;61,671.75;3,314.75;13,534.50
May 16, 2024 4:00 PM;May 16, 2024 5:00 PM;58,666.75;62,345.25;3,678.50;19,320.00
May 16, 2024 5:00 PM;May 16, 2024 6:00 PM;59,465.75;61,964.75;2,499.00;25,258.25
May 16, 2024 6:00 PM;May 16, 2024 7:00 PM;60,503.75;60,945.25;441.50;31,474.00
May 16, 2024 7:00 PM;May 16, 2024 8:00 PM;59,552.75;59,554.75;2.00;36,117.25
May 16, 2024 8:00 PM;May 16, 2024 9:00 PM;57,562.25;57,563.25;1.00;37,807.00
May 16, 2024 9:00 PM;May 16, 2024 10:00 PM;55,823.00;55,829.75;6.75;37,087.00
May 16, 2024 10:00 PM;May 16, 2024 11:00 PM;52,110.00;52,126.00;16.00;33,541.75
May 16, 2024 11:00 PM;May 17, 2024 12:00 AM;48,668.25;48,824.00;155.75;29,962.75
May 17, 2024 12:00 AM;May 17, 2024 1:00 AM;44,015.75;44,372.50;356.75;26,199.00
May 17, 2024 1:00 AM;May 17, 2024 2:00 AM;43,055.25;44,626.75;1,571.50;24,702.25
May 17, 2024 2:00 AM;May 17, 2024 3:00 AM;42,771.50;46,173.25;3,401.75;23,297.00
May 17, 2024 3:00 AM;May 17, 2024 4:00 AM;42,472.25;46,778.25;4,306.00;21,781.75
May 17, 2024 4:00 AM;May 17, 2024 5:00 AM;42,943.75;46,706.50;3,762.75;21,606.00
May 17, 2024 5:00 AM;May 17, 2024 6:00 AM;45,281.75;46,530.50;1,248.75;23,410.50
May 17, 2024 6:00 AM;May 17, 2024 7:00 AM;52,044.25;52,102.25;58.00;28,561.75
May 17, 2024 7:00 AM;May 17, 2024 8:00 AM;57,222.75;57,230.00;7.25;31,446.25
May 17, 2024 8:00 AM;May 17, 2024 9:00 AM;60,608.50;60,744.75;136.25;29,910.25
May 17, 2024 9:00 AM;May 17, 2024 10:00 AM;60,643.00;61,284.00;641.00;23,783.25
May 17, 2024 10:00 AM;May 17, 2024 11:00 AM;61,698.25;63,919.50;2,221.25;19,289.50
May 17, 2024 11:00 AM;May 17, 2024 12:00 PM;62,764.25;66,095.75;3,331.50;17,890.25
May 17, 2024 12:00 PM;May 17, 2024 1:00 PM;62,367.50;65,771.25;3,403.75;17,263.75
