Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2024-05-13 17:30","28474","28219","28518",
"2024-05-13 17:35","28513","28285","28518",
"2024-05-13 17:40","28556","28312","28518",
"2024-05-13 17:45","28771","28300","28708",
"2024-05-13 17:50","28778","28327","28708",
"2024-05-13 17:55","28927","28472","28708",
"2024-05-13 18:00","28863","28733","28762",
"2024-05-13 18:05","28635","28995","28762",
"2024-05-13 18:10","28972","29137","28762",
"2024-05-13 18:15","28902","29160","28847",
"2024-05-13 18:20","29014","29138","28847",
"2024-05-13 18:25","28938","29144","28847",
"2024-05-13 18:30","29012","29178","29154",
"2024-05-13 18:35","29416","29229","29154",
"2024-05-13 18:40","29141","29288","29154",
"2024-05-13 18:45","29216","29354","29426",
"2024-05-13 18:50","29634","29398","29426",
"2024-05-13 18:55","29488","29392","29426",
"2024-05-13 19:00","29469","29369","29808",
"2024-05-13 19:05","29810","29317","29808",
"2024-05-13 19:10","29790","29324","29808",
"2024-05-13 19:15","29779","29392","29918",
"2024-05-13 19:20","29926","29482","29918",
"2024-05-13 19:25","29991","29556","29918",
"2024-05-13 19:30","29903","29615","30208",
"2024-05-13 19:35","30014","29676","30208",
"2024-05-13 19:40","30367","29759","30208",
"2024-05-13 19:45","30424","29862","30558",
"2024-05-13 19:50","30402","29955","30558",
"2024-05-13 19:55","30593","30004","30558",
"2024-05-13 20:00","30421","30054","30884",
"2024-05-13 20:05","30949","30071","30884",
"2024-05-13 20:10","30866","30156","30884",
"2024-05-13 20:15","30978","30307","31271",
"2024-05-13 20:20","31071","30492","31271",
"2024-05-13 20:25","31120","30676","31271",
"2024-05-13 20:30","31111","30860","31582",
"2024-05-13 20:35","31429","31012","31582",
"2024-05-13 20:40","31472","31098","31582",
"2024-05-13 20:45","31261","31120","31732",
"2024-05-13 20:50","31671","31216","31732",
"2024-05-13 20:55","31795","31525","31732",
"2024-05-13 21:00","31805","32106","32194",
"2024-05-13 21:05","31997","32595","32194",
"2024-05-13 21:10","32216","32803","32194",
"2024-05-13 21:15","32204","32732","32464",
"2024-05-13 21:20","32535","32543","32464",
"2024-05-13 21:25","32556","32401","32464",
"2024-05-13 21:30","32286","32306","32194",
"2024-05-13 21:35","32275","32214","32194",
"2024-05-13 21:40","32153","32082","32194",
"2024-05-13 21:45","32075","31908","31894",
"2024-05-13 21:50","31933","31718","31894",
"2024-05-13 21:55","31857","31537","31894",
"2024-05-13 22:00","31466","31431","31074",
"2024-05-13 22:05","31076","31250","31074",
"2024-05-13 22:10","31009","31043","31074",
"2024-05-13 22:15","30837","30812","30318",
"2024-05-13 22:20","30770","30563","30318",
"2024-05-13 22:25","30325","30308","30318",
"2024-05-13 22:30","29960","30045","29768",
"2024-05-13 22:35","29994","29790","29768",
"2024-05-13 22:40","29635","29559","29768",
"2024-05-13 22:45","29502","29350","29068",
"2024-05-13 22:50","29078","29107","29068",
"2024-05-13 22:55","28773","28771","29068",
"2024-05-13 23:00","28631","28270","27805",
"2024-05-13 23:05","28144","27853","27805",
"2024-05-13 23:10","27933","27550","27805",
"2024-05-13 23:15","27733","27362","27076",
"2024-05-13 23:20","27425","27221","27076",
"2024-05-13 23:25","27313","27058","27076",
"2024-05-13 23:30","27054","26874","26516",
"2024-05-13 23:35","26911","26691","26516",
"2024-05-13 23:40","26818","26532","26516",
"2024-05-13 23:45","26593","26397","26146",
"2024-05-13 23:50","26459","26258","26146",
"2024-05-13 23:55","26204","26089","26146",
"2024-05-14 00:00","26050","25715","25928",
"2024-05-14 00:05","26289","25518","25928",
"2024-05-14 00:10","26154","25358","25928",
"2024-05-14 00:15","26182","25236","25646",
"2024-05-14 00:20","25757","25133","25646",
"2024-05-14 00:25","25611","25033","25646",
"2024-05-14 00:30","25744","24936","25356",
"2024-05-14 00:35","25674","24832","25356",
"2024-05-14 00:40","25325","24713","25356",
"2024-05-14 00:45","25241","24579","25096",
"2024-05-14 00:50","25163","24479","25096",
"2024-05-14 00:55","24835","24461","25096",
"2024-05-14 01:00","24940","24414","24606",
"2024-05-14 01:05","24728","24475","24606",
"2024-05-14 01:10","24650","24451","24606",
"2024-05-14 01:15","24573","24339","24066",
"2024-05-14 01:20","24567","24199","24066",
"2024-05-14 01:25","24524","24087","24066",
"2024-05-14 01:30","24380","24004","23646",
"2024-05-14 01:35","24408","23927","23646",
"2024-05-14 01:40","24228","23833","23646",
"2024-05-14 01:45","23876","23723","23625",
"2024-05-14 01:50","23802","23630","23625",
"2024-05-14 01:55","23737","23589","23625",
"2024-05-14 02:00","23604","23531","23541",
"2024-05-14 02:05","23511","23548","23541",
"2024-05-14 02:10","23564","23523","23541",
"2024-05-14 02:15","23527","23455","23311",
"2024-05-14 02:20","23394","23375","23311",
"2024-05-14 02:25","23515","23311","23311",
"2024-05-14 02:30","23337","23263","23286",
"2024-05-14 02:35","23313","23224","23286",
"2024-05-14 02:40","23087","23184","23286",
"2024-05-14 02:45","22888","23144","23211",
"2024-05-14 02:50","23065","23107","23211",
"2024-05-14 02:55","23013","23075","23211",
"2024-05-14 03:00","23141","23006","23068",
